idnum,age,cohort,sex,race,sexornt,born,sibs,agekdbrn,childs,chldidel,marital,martype,educ,degree,majorcol,othlang,dwelling,dwelown,hompop,income16,rincom16,prestg10,papres10,mapres10,sppres10,sei10,pasei10,masei10,spsei10,region,parborn,paeduc,maeduc,speduc,zodiac,relig,attend,reliten,postlife,pray,relig16,sprel,prayer,bible,god,relpersn,sprtprsn,happy,hapmar,health,life,rushed,bored,evbrkdwn,lotr1,lotr2,lotr3,lotr4,lotr5,lotr6,hope1,hope2,hope3,hope4,hope5,hope6,res16,reg16,mobile16,family16,famdif16,partyid,polviews,polint,colath,colrac,colcom,colmil,colhomo,colmslm,cappun,gunlaw,courts,grass,aged,raclive,affrmact,marblk,marasian,marhisp,trust,confinan,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,abdefect,abnomore,abhlth,abpoor,abrape,absingle,abany,pillok,sexeduc,divlaw,premarsx,teensex,xmarsex,homosex,pornlaw,xmovie,spanking,polhitok,polabuse,polmurdr,polescap,polattak,fechld,fefam,meovrwrk,marhomo,taxrich,taxmid,taxpoor,letin1,spenviro,sphlth,sppolice,spschool,sparms,spretire,spunemp,sparts,socrel,socommun,socfrend,socbar,wrkstat,wrkslf,spwrksta,satjob,worryjob,stresswk,vetyears,class,satfin,finrela,getahead,parsol,fear,owngun,rowngun,hunt,news,tvhours,compuse,emailmin,emailhr,wwwhr,wwwmin,newsfrom,scifrom,astrosci,intintl,intenvir,partners,frndsex,acqntsex,pikupsex,paidsex,othersex,sexsex,sexfreq,numwomen,nummen,partnrs5,sexsex5,evpaidsx,evstray,intuse,intmbile,intrecnt,twitter,facebook,instagrm,linkedin,snapchat,tumblr,whatsapp,googlesn,pinterst,flickr,vine,clssmtes,snsmoth1,wtss,wtssnr,wtssall
2076,81,1935,1,1,3,1,6,28,1,4,1,1,12,1,0,2,6,1,2,27,0,28,49,0,39,25.2000007629395,46,0,20.7999992370605,3,0,9,98,12,8,1,8,1,1,1,2,1,2,1,6,1,1,1,1,0,0,0,0,0,4,2,5,2,4,4,6,2,5,7,4,7,2,3,1,1,0,3,6,2,0,0,0,0,0,0,1,0,2,2,1,2,4,4,4,4,1,2,2,1,3,3,3,3,2,3,3,2,3,1,0,0,0,0,0,0,0,4,1,2,1,1,0,0,1,2,2,1,2,2,1,1,2,2,2,0,3,2,2,4,4,5,2,2,1,1,1,4,2,5,4,7,5,1,7,0,0,0,2,3,1,3,0,3,0,0,0,0,1,4,1,0,0,-1,-1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.956993520259857,.987070739269257,.956993520259857
2077,21,1995,1,1,0,1,2,0,0,3,5,0,12,1,0,2,5,2,2,12,0,35,34,59,33,43.9000015258789,21.6000003814697,69.3000030517578,26.5,3,0,14,16,97,6,4,0,4,1,6,1,0,1,2,4,4,4,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,5,8,5,4,5,5,4,4,5,1,1,2,0,0,8,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,4,2,1,4,0,0,1,0,0,0,0,0,1,3,5,2,2,2,2,5,4,3,3,3,2,3,5,3,2,2,1,7,1,2,0,9,0,0,0,2,2,2,1,0,1,2,0,4,5,6,2,0,0,36,0,3,3,3,2,1,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.956993520259857,.987070739269257,.956993520259857
2078,41,1975,2,1,3,1,6,20,3,-1,5,0,12,1,0,2,2,0,3,16,11,38,39,31,0,25.7000007629395,41,19.6000003814697,0,3,0,12,12,97,5,4,0,4,8,5,1,0,0,2,4,4,3,3,0,3,2,1,2,2,2,4,2,4,4,2,5,2,2,1,1,1,3,3,2,1,0,2,4,0,4,5,8,4,4,5,1,1,2,2,2,1,0,0,0,0,2,3,2,3,2,3,2,3,2,2,2,1,3,2,2,2,2,2,2,2,2,0,0,0,0,0,1,1,2,1,0,1,2,2,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,2,0,0,1,3,2,3,4,2,2,0,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,1,4,0,13,2,1,2,3,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,.478496760129929,.493535369634628,.478496760129929
2079,57,1959,1,1,0,1,1,32,2,2,1,1,18,4,73,2,2,1,2,26,16,45,39,61,53,62,67.6999969482422,60.5,73.9000015258789,3,0,17,16,16,8,1,3,2,1,4,1,1,1,3,5,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,2,3,1,4,5,5,4,4,4,2,1,8,0,0,1,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,3,4,3,2,4,0,0,3,0,0,0,0,0,2,4,2,1,5,4,2,2,1,3,3,2,4,4,3,2,3,4,3,3,2,2,1,9,0,0,0,4,1,4,1,0,2,2,0,4,1,0,1,0,20,25,0,3,3,3,2,1,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.956993520259857,.987070739269257,.956993520259857
2080,23,1993,1,1,3,1,2,0,0,-1,5,0,13,1,0,2,2,0,2,18,0,24,35,53,0,20.7000007629395,32,68.5999984741211,0,3,0,12,12,97,12,4,0,4,2,6,2,0,0,3,1,4,3,2,0,2,1,2,2,2,4,2,4,2,2,4,7,4,6,5,6,5,3,3,1,1,0,2,2,0,4,4,5,4,4,4,2,1,2,1,1,1,0,0,0,0,2,3,2,3,1,2,1,3,2,3,2,1,3,3,1,1,1,1,1,1,1,0,0,0,0,0,3,4,2,1,0,1,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,4,0,0,2,2,3,3,1,1,2,0,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,5,1,1,1,2,1,3,4,25,0,7,3,2,3,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,.956993520259857,.987070739269257,.956993520259857
2081,50,1966,2,1,3,1,2,23,3,3,5,0,12,1,0,2,4,2,2,11,0,35,43,64,0,23.7000007629395,36.2000007629395,84.1999969482422,0,3,0,12,16,97,10,1,8,1,1,1,2,0,2,1,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1,0,2,4,0,0,0,0,0,0,0,1,0,2,1,2,1,4,1,1,1,2,2,2,2,2,2,2,3,2,2,2,2,3,1,0,0,0,0,0,0,0,1,1,8,1,1,0,0,1,2,2,2,2,2,1,1,1,4,2,0,0,0,0,5,0,0,0,0,0,0,0,0,1,2,3,7,8,2,0,0,0,0,0,1,3,1,0,5,0,0,0,0,4,3,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.478496760129929,.493535369634628,.478496760129929
2082,46,1970,1,1,3,1,4,31,3,-1,1,1,18,4,0,2,2,0,5,21,20,59,42,39,61,75.5,35.2999992370605,20.7999992370605,80.9000015258789,3,0,11,12,17,9,2,5,2,1,2,2,4,0,1,6,2,3,2,1,2,2,2,0,1,2,3,3,2,4,4,6,5,3,5,6,7,3,3,2,1,0,4,6,0,5,5,4,4,4,5,1,2,2,2,2,1,0,0,0,0,2,2,2,2,3,3,2,2,2,3,2,2,2,1,2,2,1,2,2,2,2,0,0,0,0,0,1,1,2,2,0,1,2,8,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,2,2,3,2,3,1,2,2,1,1,1,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,3,5,999,999,9,3,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.956993520259857,.987070739269257,.956993520259857
2083,39,1977,2,1,3,1,5,18,4,8,3,0,16,3,0,1,2,1,5,18,18,61,45,0,38,80.9000015258789,58.4000015258789,0,28.3999996185303,3,0,14,97,97,4,4,0,4,1,3,4,0,1,2,5,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,4,2,2,2,0,0,0,0,0,0,0,1,0,2,1,1,1,4,3,3,3,1,1,1,2,3,2,1,2,2,8,1,1,3,1,0,0,0,0,0,0,0,2,1,3,4,1,0,0,2,2,1,1,2,2,1,1,1,4,5,0,0,0,0,4,0,0,0,0,0,0,0,0,2,7,5,6,3,2,0,1,4,0,0,2,2,3,0,3,0,0,0,0,3,0,1,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,50,5,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,.956993520259857,.810127019882202,.956993520259857
2084,57,1959,1,1,0,1,3,20,4,2,3,0,12,1,0,2,2,2,2,20,20,35,31,0,0,32,35.4000015258789,0,0,3,0,10,12,97,2,1,1,2,8,2,1,0,2,1,3,3,3,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,3,4,4,5,5,4,5,5,5,1,2,2,0,0,1,3,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,2,2,1,1,2,4,1,1,1,0,0,2,0,0,0,0,0,2,2,1,5,4,2,1,5,3,2,3,1,1,2,2,4,4,7,6,7,1,1,0,9,0,0,2,2,1,3,1,0,2,1,1,4,5,1,1,0,5,7,0,3,3,1,2,2,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.956993520259857,.810127019882202,.956993520259857
2085,66,1950,2,1,3,1,6,0,0,-1,1,1,12,1,0,2,2,0,2,19,17,32,24,0,42,35.7999992370605,20.7000007629395,0,27.1000003814697,3,0,12,12,12,9,1,5,1,1,1,1,2,0,2,6,2,1,2,1,1,1,2,2,2,4,2,4,2,1,5,6,7,7,7,6,6,6,9,3,8,2,5,4,0,4,5,5,4,4,5,1,1,2,1,2,1,0,0,0,0,1,1,2,3,2,3,2,3,1,1,2,1,3,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,2,0,1,2,2,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,1,4,0,0,2,1,3,1,1,2,1,1,2,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2,1,1,2,2,1,1,1,2,1,2,1,2,2,2,1,1,2,2,2,2,.956993520259857,.810127019882202,.956993520259857
2086,45,1971,2,1,3,1,1,23,1,2,5,0,14,1,0,2,7,2,1,11,0,35,40,32,0,21.7999992370605,28.2999992370605,13.1999998092651,0,3,0,9,14,97,7,1,5,1,1,1,1,0,2,2,6,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,0,0,4,0,0,0,0,0,0,0,1,0,2,1,1,1,4,3,3,3,2,1,2,2,1,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,1,1,2,4,1,0,0,2,2,3,2,2,2,1,1,1,4,4,0,0,0,0,5,0,0,0,0,0,0,0,0,1,2,3,7,2,1,0,1,4,0,0,2,3,1,0,4,0,0,0,0,3,4,1,0,2,35,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,10,2,1,2,3,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,.478496760129929,.405063509941101,.478496760129929
2087,42,1974,1,1,3,1,1,28,1,-1,1,1,12,1,0,2,2,0,3,19,18,65,35,38,33,80.6999969482422,43.9000015258789,25.7000007629395,13.6000003814697,3,0,8,12,12,1,1,3,1,1,1,1,1,0,1,6,1,1,1,1,3,1,2,0,2,3,2,4,2,2,4,8,7,8,7,7,7,1,3,1,1,0,6,7,0,5,5,4,5,4,5,2,2,2,2,1,2,0,0,0,0,2,2,2,2,2,3,2,3,2,3,2,2,1,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,2,0,1,2,2,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,3,2,0,3,2,3,1,2,2,1,1,1,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,3,5,1,0,1,3,2,2,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,.956993520259857,.810127019882202,.956993520259857
2088,60,1956,1,1,0,1,4,25,1,3,1,1,13,1,0,2,2,1,2,19,17,27,35,16,28,30.2999992370605,32,13.3000001907349,21.6000003814697,3,0,8,8,13,9,2,7,1,1,2,2,1,2,2,6,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,6,4,2,4,4,5,4,4,4,1,1,2,0,0,1,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,2,3,1,2,1,1,2,1,0,0,2,0,0,0,0,0,2,3,2,3,4,3,3,4,3,2,1,2,3,3,4,4,1,3,3,7,1,2,2,9,0,0,0,2,3,2,1,0,2,2,0,4,5,3,1,0,15,5,0,5,4,2,2,1,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.956993520259857,.810127019882202,.956993520259857
2089,33,1983,1,1,3,1,1,21,2,-1,1,1,12,1,0,2,2,0,3,22,20,39,66,47,69,67.6999969482422,62.5999984741211,38.7999992370605,46.5999984741211,3,0,16,12,14,3,1,7,1,1,1,1,2,0,1,6,1,1,1,1,1,1,2,3,2,4,2,4,2,2,4,8,8,8,8,8,8,3,3,1,1,0,6,7,0,4,4,5,4,4,5,1,2,3,2,2,2,0,0,0,0,1,2,2,1,1,2,1,3,2,3,2,2,2,1,1,2,1,2,1,2,2,0,0,0,0,0,1,1,2,2,0,2,2,2,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,0,0,3,1,3,1,3,2,1,1,1,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,3,5,999,0,1,3,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1.56436336040497,1.32428586483002,1.56436336040497
2090,36,1980,1,1,3,1,2,23,5,2,1,1,10,1,0,2,2,2,7,98,0,28,25,46,40,25.2000007629395,23.2999992370605,52,41.7999992370605,3,0,98,98,12,4,4,0,4,1,5,1,3,2,3,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,0,3,4,0,0,0,0,0,0,0,1,0,2,1,1,8,4,3,3,3,2,3,3,3,2,3,8,3,3,2,2,1,3,2,0,0,0,0,0,0,0,1,1,1,4,1,0,0,2,1,1,1,2,2,1,1,2,4,3,0,0,0,0,5,0,0,0,0,0,0,0,0,1,7,3,7,7,2,1,2,0,0,0,1,3,2,0,1,0,0,0,0,1,2,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,3,5,995,0,1,3,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2.39248371124268,2.02531743049622,2.39248371124268
2091,84,1932,2,1,0,1,2,21,5,3,2,0,12,1,0,2,2,2,2,98,0,48,0,35,0,28.6000003814697,0,43.9000015258789,0,3,0,97,98,97,6,2,0,1,8,1,2,0,2,2,6,3,3,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,5,1,6,6,2,4,4,5,4,4,4,2,1,1,0,0,1,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,2,2,2,2,1,2,1,4,2,4,4,0,0,2,0,0,0,0,0,2,3,4,2,3,3,4,3,3,2,1,2,1,3,4,3,1,2,5,6,5,2,0,0,0,0,0,3,2,2,2,0,1,2,0,4,1,6,1,0,10,0,0,5,5,3,2,3,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.956993520259857,.810127019882202,.956993520259857
2092,63,1953,2,1,3,1,7,17,3,-1,1,1,13,2,0,2,2,0,2,20,0,48,50,50,42,24.2000007629395,68,46.5,31,3,0,10,10,12,5,1,7,1,1,1,1,4,0,1,6,2,1,1,1,2,1,2,2,1,4,1,5,2,1,5,8,6,8,8,5,8,1,3,1,1,0,0,6,0,5,5,4,4,4,5,2,1,2,2,2,1,0,0,0,0,2,2,2,2,2,2,2,3,2,3,2,2,3,1,2,2,1,2,2,2,2,0,0,0,0,0,1,1,1,2,0,1,2,1,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,0,0,0,0,2,1,4,1,1,1,1,2,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,5,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.956993520259857,.810127019882202,.956993520259857
2093,60,1956,2,1,3,1,6,0,0,3,3,0,14,2,0,2,2,1,1,8,0,43,49,0,0,55.0999984741211,45.4000015258789,99.9000015258789,0,3,0,9,6,97,10,4,2,4,1,6,2,0,1,3,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,2,0,0,0,0,0,0,0,2,0,3,1,1,1,3,2,2,2,1,3,3,2,2,2,2,2,2,2,1,1,2,1,0,0,0,0,0,0,0,1,1,3,4,2,0,0,1,2,3,1,2,2,1,1,2,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,2,7,6,6,1,2,0,1,3,0,1,3,1,3,0,2,0,0,0,0,4,5,1,30,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,2,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,.782181680202484,.662142932415009,.782181680202484
2094,22,1994,1,2,3,1,2,0,0,-1,5,0,16,3,0,2,7,0,2,27,2,32,0,45,0,35.7999992370605,99.9000015258789,58.4000015258789,0,3,0,12,12,97,4,99,9,9,1,9,99,0,0,1,6,9,9,1,0,1,1,2,0,0,4,2,4,2,2,4,6,7,6,6,7,5,3,3,2,0,9,9,9,0,4,5,5,4,4,5,1,1,2,1,1,1,0,0,0,0,2,1,1,1,1,2,1,2,1,2,2,2,2,1,2,1,1,2,1,2,2,0,0,0,0,0,1,1,3,1,0,2,2,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,2,0,2,9,3,1,4,2,2,0,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,4,2,2,1,2,2,3,5,8,0,5,3,2,3,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,.956993520259857,.810127019882202,.956993520259857
2095,68,1948,2,1,3,1,7,26,3,2,1,1,17,4,82,2,2,1,2,23,0,64,38,48,74,82.5,21.3999996185303,24.2000007629395,84.5,3,0,12,12,18,5,1,3,2,1,2,1,2,2,2,5,3,3,2,2,0,0,0,0,2,4,4,4,3,2,4,6,5,5,7,7,7,1,3,1,1,0,1,6,4,0,0,0,0,0,0,1,0,1,1,1,1,4,3,3,3,2,2,3,2,2,3,3,3,1,3,2,2,3,2,0,0,0,0,0,0,0,3,1,2,4,2,0,0,2,2,2,1,2,2,1,1,1,3,3,0,4,2,2,4,3,2,2,2,2,3,3,3,2,5,3,4,5,2,5,0,0,0,0,3,1,4,0,1,0,0,0,0,1,4,1,0,1,1,0,5,4,2,3,2,1,0,0,0,0,0,1,1,0,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,.956993520259857,.810127019882202,.956993520259857
2096,69,1947,1,1,0,1,2,31,2,2,1,1,19,4,82,2,2,1,2,21,0,66,46,0,55,62.5999984741211,39.9000015258789,0,77.1999969482422,3,0,8,12,16,12,1,7,1,1,1,1,1,2,2,6,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,1,0,5,4,3,8,8,8,8,8,8,2,1,8,0,0,2,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,2,1,1,1,3,0,0,3,0,0,0,0,0,2,4,1,3,4,3,1,2,2,2,3,2,4,3,3,3,5,4,6,7,5,2,5,0,0,0,0,3,1,4,3,0,2,1,1,4,1,2,1,0,4,6,0,3,3,3,1,1,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.956993520259857,.810127019882202,.956993520259857
2097,53,1963,1,1,3,1,2,19,2,-1,3,0,16,3,0,1,2,0,2,27,27,64,50,33,64,84.1999969482422,46.5,13.6000003814697,84.1999969482422,3,0,14,12,97,7,1,0,1,1,2,1,0,0,1,1,2,2,2,0,1,1,2,2,2,4,2,4,2,2,4,7,7,7,7,7,7,3,3,1,1,0,4,6,0,4,4,5,4,4,4,1,1,2,1,1,8,0,0,0,0,1,2,2,2,3,3,3,3,2,3,2,2,2,1,9,9,1,2,9,9,9,0,0,0,0,0,1,1,2,2,0,1,2,2,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,4,0,0,2,1,3,1,2,2,1,1,1,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,3,5,20,0,1,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.956993520259857,.810127019882202,.956993520259857
2098,81,1935,1,1,3,1,5,0,0,2,2,0,12,1,0,2,2,1,1,15,0,35,44,0,0,43.9000015258789,25.1000003814697,0,0,3,0,6,12,97,10,1,7,2,1,2,1,0,2,1,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,6,6,0,0,0,0,0,0,0,1,0,2,2,1,1,4,5,4,4,2,2,2,2,3,3,2,2,1,2,2,2,3,2,0,0,0,0,0,0,0,4,1,2,1,2,0,0,1,2,1,1,1,1,1,1,2,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,7,4,7,5,2,0,0,0,0,2,2,1,4,0,2,0,0,0,0,1,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.478496760129929,.405063509941101,.478496760129929
2099,35,1981,2,1,3,1,5,19,2,-1,5,0,9,1,0,2,2,0,3,13,13,39,32,0,0,20.7999992370605,35.7999992370605,0,0,3,0,13,97,97,7,1,1,2,1,3,4,0,0,2,6,2,3,2,0,2,2,2,0,0,3,4,2,4,4,3,4,2,5,5,5,4,4,3,1,4,2,2,4,0,4,5,4,4,4,5,2,1,1,1,1,8,0,0,0,0,2,2,1,1,1,2,2,2,2,2,2,8,2,1,1,2,1,2,1,2,2,0,0,0,0,0,1,4,2,2,0,1,2,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,4,2,0,2,2,2,1,4,2,2,0,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,.478496760129929,.405063509941101,.478496760129929
2100,60,1956,2,1,0,1,7,42,2,2,1,2,16,3,60,2,2,1,1,23,16,65,0,21,65,59.4000015258789,0,13.6000003814697,87.3000030517578,3,0,97,12,16,11,1,2,2,1,2,1,1,1,3,3,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,5,2,0,2,1,4,4,5,4,4,5,2,1,1,0,0,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,1,4,3,1,4,0,0,2,0,0,0,0,0,2,4,1,1,5,2,3,1,2,2,3,2,4,3,2,3,2,4,4,6,2,1,1,9,0,0,2,2,2,2,3,0,2,2,0,4,2,2,1,0,2,1,0,3,2,2,1,2,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.478496760129929,.405063509941101,.478496760129929
2101,65,1951,2,1,3,1,3,18,2,-1,1,1,12,1,0,2,2,0,2,19,8,36,38,32,39,24.6000003814697,52.0999984741211,13.1999998092651,38.0999984741211,3,0,12,6,10,4,1,7,1,1,2,1,1,0,1,6,1,1,2,2,2,2,2,3,1,2,3,2,2,2,4,7,7,7,7,8,8,3,3,1,1,0,4,4,0,4,5,5,4,4,4,1,1,8,1,1,1,0,0,0,0,1,2,2,1,1,3,3,3,2,3,2,8,2,1,2,2,1,2,2,2,2,0,0,0,0,0,1,1,1,2,0,1,2,2,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,4,0,0,2,3,2,1,1,1,1,1,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,999,999,9,9,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.956993520259857,.810127019882202,.956993520259857
2102,67,1949,2,1,0,1,2,18,3,8,1,1,12,1,0,2,2,1,2,27,0,34,34,35,35,17,34.7000007629395,43.9000015258789,43.9000015258789,3,0,11,12,12,7,1,7,1,1,1,1,1,2,1,6,1,1,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,0,5,8,3,5,8,4,5,5,5,1,1,2,0,0,1,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,2,2,1,1,2,2,8,8,1,0,0,1,0,0,0,0,0,2,3,2,5,5,2,1,5,5,1,1,1,1,1,1,4,2,7,5,7,5,2,5,0,0,0,0,2,3,2,1,0,1,3,3,4,3,5,1,0,2,0,0,5,2,8,2,2,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.956993520259857,.810127019882202,.956993520259857
2103,64,1952,1,1,1,1,2,0,0,2,5,0,17,4,19,2,2,1,1,13,0,64,70,0,0,82.5,83.8000030517578,0,0,3,0,12,16,97,9,1,6,2,8,4,1,0,1,3,3,3,2,2,0,0,0,0,0,0,4,1,4,1,1,4,5,7,7,7,7,6,3,3,1,1,0,0,2,2,0,0,0,0,0,0,2,0,1,1,1,2,2,3,3,3,1,2,3,2,2,2,2,2,2,3,2,1,3,2,0,0,0,0,0,0,0,3,1,3,4,1,0,0,2,2,4,1,2,2,1,1,2,3,2,0,5,3,3,3,2,2,3,3,4,3,3,3,5,7,3,4,5,2,0,0,0,0,0,3,2,3,0,3,0,0,0,0,1,3,1,0,6,7,0,2,2,3,1,1,1,1,2,2,2,2,1,1,0,1,1,1,2,3,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,.478496760129929,.405063509941101,.478496760129929
