idnum,age,cohort,sex,race,sexornt,born,sibs,agekdbrn,childs,chldidel,marital,martype,educ,degree,majorcol,othlang,dwelling,dwelown,hompop,income16,rincom16,prestg10,papres10,mapres10,sppres10,sei10,pasei10,masei10,spsei10,region,parborn,paeduc,maeduc,speduc,zodiac,relig,attend,reliten,postlife,pray,relig16,sprel,prayer,bible,god,relpersn,sprtprsn,happy,hapmar,health,life,rushed,bored,evbrkdwn,lotr1,lotr2,lotr3,lotr4,lotr5,lotr6,hope1,hope2,hope3,hope4,hope5,hope6,res16,reg16,mobile16,family16,famdif16,partyid,polviews,polint,colath,colrac,colcom,colmil,colhomo,colmslm,cappun,gunlaw,courts,grass,aged,raclive,affrmact,marblk,marasian,marhisp,trust,confinan,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,abdefect,abnomore,abhlth,abpoor,abrape,absingle,abany,pillok,sexeduc,divlaw,premarsx,teensex,xmarsex,homosex,pornlaw,xmovie,spanking,polhitok,polabuse,polmurdr,polescap,polattak,fechld,fefam,meovrwrk,marhomo,taxrich,taxmid,taxpoor,letin1,spenviro,sphlth,sppolice,spschool,sparms,spretire,spunemp,sparts,socrel,socommun,socfrend,socbar,wrkstat,wrkslf,spwrksta,satjob,worryjob,stresswk,vetyears,class,satfin,finrela,getahead,parsol,fear,owngun,rowngun,hunt,news,tvhours,compuse,emailmin,emailhr,wwwhr,wwwmin,newsfrom,scifrom,astrosci,intintl,intenvir,partners,frndsex,acqntsex,pikupsex,paidsex,othersex,sexsex,sexfreq,numwomen,nummen,partnrs5,sexsex5,evpaidsx,evstray,intuse,intmbile,intrecnt,twitter,facebook,instagrm,linkedin,snapchat,tumblr,whatsapp,googlesn,pinterst,flickr,vine,clssmtes,snsmoth1,wtss,wtssnr,wtssall
2048,21,1995,2,2,3,1,5,0,0,-1,5,0,12,1,0,2,6,0,3,2,0,0,0,48,0,0,0,24.2000007629395,0,3,0,97,12,97,8,4,0,4,1,3,4,0,0,1,6,3,3,2,0,1,2,3,0,0,4,4,3,3,4,5,8,8,8,7,8,6,3,3,1,5,2,3,4,0,5,5,4,5,4,5,1,2,3,1,1,1,0,0,0,0,2,1,2,2,1,1,2,2,1,1,1,1,1,1,2,2,1,2,2,2,2,0,0,0,0,0,1,4,2,2,0,2,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,3,0,1,3,2,1,3,2,2,0,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,1,5,0,1,1,1,2,3,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1.43549025058746,1.18586373329163,1.43549025058746
2049,69,1947,2,1,3,1,7,0,0,3,5,0,17,3,32,2,2,1,1,22,0,45,0,0,0,59.7999992370605,0,0,0,3,0,97,12,97,6,2,7,1,1,1,2,0,2,1,6,1,1,2,0,0,0,0,0,0,4,4,3,3,2,4,6,6,6,6,6,7,4,3,1,5,1,3,4,3,0,0,0,0,0,0,2,0,2,2,3,1,8,5,4,4,2,2,2,1,2,2,1,1,2,2,2,2,3,1,0,0,0,0,0,0,0,2,1,3,1,1,0,0,1,1,1,1,2,2,1,1,2,3,2,0,4,3,3,3,3,4,3,3,3,3,3,3,5,1,4,7,5,2,0,0,0,0,0,3,2,3,0,2,0,0,0,0,1,5,2,-1,-1,-1,-1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.478496760129929,.395287901163101,.478496760129929
2050,26,1990,1,1,0,1,3,0,0,3,5,0,14,1,0,2,2,1,6,21,27,0,39,47,0,99.9000015258789,67.6999969482422,38.7999992370605,0,3,0,15,14,97,1,1,0,2,2,3,1,0,1,3,2,3,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,1,0,4,4,3,4,4,5,4,4,4,1,1,2,0,0,1,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,1,4,1,1,4,0,0,2,0,0,0,0,0,1,3,4,1,4,4,4,3,1,1,3,2,3,3,3,4,1,7,3,7,4,9,0,9,0,0,0,2,2,3,1,0,1,2,0,4,3,4,1,0,1,38,0,3,3,3,2,2,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91398704051971,1.5811516046524,1.91398704051971
2051,35,1981,1,1,3,1,2,23,3,-1,1,1,11,1,0,2,2,0,2,19,15,34,0,35,31,22.8999996185303,0,21.7999992370605,19.6000003814697,3,0,97,9,13,5,2,0,1,1,2,2,2,0,1,6,2,2,2,2,2,1,2,0,1,5,2,4,1,1,5,8,8,8,7,8,6,6,5,3,5,1,1,1,0,4,4,5,4,4,5,1,2,1,2,3,1,0,0,0,0,2,3,2,2,1,3,3,3,3,3,3,2,3,2,1,2,1,2,1,2,2,0,0,0,0,0,1,1,2,2,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,1,4,3,0,2,3,2,1,1,2,2,0,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,3,6,150,150,1,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.956993520259857,.790575802326202,.956993520259857
2052,40,1976,1,1,3,1,1,0,0,-1,5,0,12,1,0,2,2,0,3,9,0,20,35,32,0,10.6000003814697,20.8999996185303,25.7000007629395,0,3,0,12,10,97,4,1,6,3,1,1,1,0,0,1,6,1,2,3,0,3,3,3,2,1,5,3,5,5,3,4,6,3,7,2,6,3,4,3,2,1,0,3,4,0,4,5,5,4,5,5,1,1,2,2,1,1,0,0,0,0,2,2,1,1,2,3,1,3,2,3,2,1,3,1,1,2,1,2,2,2,2,0,0,0,0,0,1,1,2,1,0,2,2,2,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,1,3,1,1,3,1,2,0,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1.43549025058746,1.18586373329163,1.43549025058746
2053,82,1934,2,1,3,1,5,25,2,2,1,1,12,1,0,2,2,1,1,17,0,47,60,0,0,38.7999992370605,67.6999969482422,0,99.9000015258789,3,0,10,12,12,1,1,8,1,1,2,1,2,2,2,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,0,4,4,0,0,0,0,0,0,0,1,0,2,2,3,2,3,5,5,4,2,2,2,1,2,3,2,3,2,3,2,2,3,2,0,0,0,0,0,0,0,4,2,2,1,1,0,0,1,2,3,8,2,2,2,2,3,2,4,0,0,0,0,4,0,0,0,0,0,0,0,0,4,7,4,7,7,2,5,8,0,0,0,3,2,3,0,1,0,0,0,0,2,2,1,0,0,-1,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,999,999,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.478496760129929,.493535369634628,.478496760129929
2054,38,1978,2,1,3,1,4,32,4,-1,1,1,17,1,0,2,2,0,6,19,0,50,24,35,45,68.5999984741211,20.7000007629395,21.7999992370605,62.0999984741211,3,0,13,14,16,10,1,8,1,1,2,1,1,0,2,6,1,1,1,1,1,1,2,0,0,2,4,3,2,2,4,6,6,5,6,7,6,3,3,2,1,0,6,6,0,4,4,5,4,4,4,2,2,3,1,2,2,0,0,0,0,2,2,1,1,2,3,1,3,1,3,3,2,3,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,2,2,0,1,2,2,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,1,0,2,0,2,1,2,1,3,2,1,2,2,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,1,5,0,1,1,1,2,2,1,1,1,1,2,1,2,2,2,1,1,1,2,2,2,1,.956993520259857,.987070739269257,.956993520259857
2055,34,1982,1,1,3,1,1,26,2,2,5,0,12,1,0,2,2,1,3,19,19,52,53,47,0,67.8000030517578,62.4000015258789,47.9000015258789,0,3,0,12,14,97,6,2,2,2,2,6,2,0,2,2,2,4,4,2,0,0,0,0,0,0,5,1,5,2,1,3,6,8,6,5,5,7,1,3,1,1,0,1,4,2,0,0,0,0,0,0,1,0,2,2,2,2,4,3,3,3,2,3,2,2,1,2,2,3,1,2,1,1,2,1,0,0,0,0,0,0,0,2,1,2,4,4,0,0,1,2,2,1,2,2,1,1,2,3,3,0,3,3,3,3,3,2,2,1,1,3,4,3,2,4,4,4,1,2,0,2,0,0,0,2,2,3,0,3,0,0,0,0,1,1,1,0,5,5,0,3,3,3,2,2,1,0,0,0,0,0,3,5,5,0,1,3,2,3,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,.478496760129929,.493535369634628,.478496760129929
2056,38,1978,1,2,0,1,9,23,5,8,1,1,16,1,0,2,1,1,7,16,16,44,0,31,33,52.5,0,39.7000007629395,26.5,3,0,97,12,13,3,4,0,4,1,2,1,2,1,4,6,2,4,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,5,5,3,6,5,5,5,5,8,4,5,2,8,3,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,8,1,2,8,2,1,2,4,1,1,4,0,0,3,0,0,0,0,0,3,3,2,3,4,2,2,3,2,2,2,2,3,3,3,2,4,7,4,7,1,2,7,2,0,0,0,1,3,2,3,0,1,1,1,1,5,2,1,0,36,1,0,3,3,3,3,1,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.956993520259857,.987070739269257,.956993520259857
2057,26,1990,2,2,3,1,4,22,1,1,5,0,5,0,0,1,7,2,2,13,7,45,0,31,0,38.2999992370605,99.9000015258789,37.5999984741211,0,3,0,97,5,97,8,4,0,4,2,6,1,0,1,3,1,4,4,1,0,0,0,0,0,2,5,3,4,1,1,5,8,7,7,3,7,5,6,3,1,5,2,4,5,2,0,0,0,0,0,0,1,0,2,1,2,1,4,3,3,2,2,3,2,3,3,3,2,3,1,2,2,1,3,3,0,0,0,0,0,0,0,1,1,2,3,3,0,0,2,2,3,1,2,2,2,1,2,2,3,0,1,1,1,5,1,2,4,4,5,3,3,5,5,7,7,5,2,2,0,3,0,0,0,1,2,2,0,1,0,0,0,0,5,0,1,0,4,0,30,3,3,3,2,3,1,0,0,0,0,0,1,2,0,3,3,1,2,3,1,1,1,1,2,2,2,2,1,2,1,2,2,2,2,1,.478496760129929,.493535369634628,.478496760129929
2058,32,1984,1,1,3,1,2,0,0,-1,5,0,16,3,0,2,7,0,1,15,15,35,31,45,0,42.9000015258789,37.5999984741211,62.0999984741211,0,3,0,13,12,97,9,1,2,2,1,2,2,0,0,3,3,3,1,3,0,1,1,1,2,1,2,3,4,3,3,4,5,2,2,5,4,3,4,3,2,1,0,1,2,0,4,5,5,4,4,5,1,2,1,1,1,1,0,0,0,0,2,3,3,3,2,1,2,2,3,3,1,2,3,2,1,1,1,1,1,1,2,0,0,0,0,0,4,4,3,1,0,1,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,0,0,2,2,1,3,4,1,2,0,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,2,1,1,2,2,2,3,3,17,0,5,3,2,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,.478496760129929,.493535369634628,.478496760129929
2059,60,1956,1,1,0,1,4,29,2,2,1,1,19,4,16,2,2,1,3,25,20,17,59,64,46,45.2999992370605,75.5,82.5,74.5999984741211,3,0,19,18,18,2,1,7,1,1,3,1,1,1,2,5,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,0,0,2,1,4,4,5,4,4,4,2,1,1,0,0,1,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,4,1,1,4,0,0,1,0,0,0,0,0,1,4,3,1,4,3,3,3,1,2,3,2,5,3,2,3,3,4,2,2,2,2,1,1,0,0,0,4,1,4,2,0,2,1,1,4,1,1,1,0,20,30,0,3,3,3,1,1,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43549025058746,1.48060619831085,1.43549025058746
2060,64,1952,2,2,3,1,7,24,2,-1,2,0,15,2,0,2,2,0,2,22,20,61,39,0,0,60.5,67.6999969482422,0,0,3,0,12,12,97,5,1,2,2,1,2,11,0,0,2,6,2,2,1,0,1,1,3,0,0,5,2,5,2,1,5,7,7,8,8,8,7,4,3,3,1,0,1,4,0,4,5,4,4,4,5,2,1,2,2,1,1,0,0,0,0,2,2,2,1,2,2,2,3,1,3,3,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,1,4,2,2,0,2,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,4,4,0,3,1,4,1,3,2,2,0,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,.956993520259857,.987070739269257,.956993520259857
2061,50,1966,1,1,3,1,2,29,1,2,5,0,12,1,0,2,2,1,1,21,21,35,0,34,0,20.8999996185303,0,34.7000007629395,0,3,0,97,16,97,7,4,0,4,2,6,1,0,1,3,1,4,4,2,0,0,0,0,0,0,4,2,3,2,2,4,7,7,7,6,7,6,5,3,2,5,2,3,4,4,0,0,0,0,0,0,9,0,3,8,3,1,4,3,3,3,3,2,2,3,2,2,2,2,2,3,2,1,2,2,0,0,0,0,0,0,0,1,1,2,4,3,0,0,2,2,2,2,2,2,2,1,2,3,2,0,4,2,2,3,2,2,3,2,5,2,3,2,4,7,6,7,3,2,0,2,0,0,0,3,1,4,0,1,0,0,0,0,2,15,1,30,0,20,0,3,11,3,2,1,3,2,1,1,2,2,3,1,150,0,5,3,2,3,1,1,1,2,1,2,1,2,2,1,1,1,2,2,2,2,.478496760129929,.493535369634628,.478496760129929
2062,65,1951,1,1,0,1,4,19,3,3,1,1,13,1,0,2,2,1,2,22,9,49,64,74,47,45.4000015258789,82.5,84.5,38.7999992370605,3,0,16,18,12,1,2,0,2,1,4,2,4,1,2,6,3,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,0,5,4,4,4,4,5,4,4,4,1,1,2,0,0,1,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,1,1,3,4,4,3,4,0,0,2,0,0,0,0,0,1,4,2,2,4,3,2,2,3,3,2,2,3,3,4,5,4,7,3,5,2,1,1,9,0,0,0,3,1,4,1,0,2,1,1,4,1,1,1,0,1,0,15,1,1,3,2,2,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.956993520259857,.987070739269257,.956993520259857
2063,41,1975,2,1,0,1,1,30,2,-1,1,1,16,3,0,2,2,0,2,26,20,39,72,53,38,67.6999969482422,77.4000015258789,41.0999984741211,43,3,0,18,18,16,4,2,2,2,1,5,2,2,0,3,4,3,3,2,2,1,1,2,3,9,4,2,4,2,2,4,8,7,7,7,7,7,3,3,2,1,0,0,2,0,4,5,5,5,4,5,2,1,2,1,3,1,0,0,0,0,1,2,2,3,2,1,2,2,1,2,1,1,3,1,1,1,1,1,1,1,1,0,0,0,0,0,3,4,2,2,0,1,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,0,0,3,2,4,1,2,1,2,0,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1.56436336040497,1.61352956295013,1.56436336040497
2064,88,1928,1,1,2,1,1,25,6,4,2,0,12,4,52,2,6,1,1,17,0,54,47,0,0,62.9000015258789,62.7000007629395,0,0,3,0,12,12,97,8,2,7,1,1,2,2,0,2,2,5,2,2,2,0,0,0,0,0,2,3,2,4,2,2,4,5,3,4,5,4,3,4,3,2,1,0,6,5,3,0,0,0,0,0,0,1,0,3,8,2,2,3,3,3,3,3,2,2,2,3,3,2,3,1,3,2,1,2,2,0,0,0,0,0,0,0,4,2,2,2,1,0,0,2,2,1,1,2,2,1,1,3,2,3,0,3,3,2,2,3,3,3,3,2,3,3,4,4,3,2,6,5,2,0,0,0,0,2,3,1,4,0,2,0,0,0,0,4,1,2,-1,-1,-1,-1,5,5,2,2,1,0,0,0,0,0,0,0,0,5,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.782181680202484,.806764781475067,.782181680202484
2065,83,1933,2,1,0,2,1,21,5,2,3,0,13,1,0,1,6,2,1,17,0,45,0,35,0,38.2999992370605,0,43.9000015258789,0,3,8,97,8,97,11,1,7,2,1,2,1,0,1,2,3,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,2,1,5,2,5,5,5,5,4,5,2,1,3,0,0,1,4,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,2,1,2,4,2,1,3,0,0,2,0,0,0,0,0,2,3,2,3,4,3,1,3,3,2,2,2,3,1,3,4,2,4,5,7,5,2,0,0,0,0,0,3,1,3,1,0,2,2,0,4,5,7,1,0,1,6,0,3,3,3,2,2,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.478496760129929,.493535369634628,.478496760129929
2066,62,1954,2,1,3,1,1,0,0,-1,5,0,18,4,0,2,2,0,1,21,15,33,40,48,0,63.7000007629395,45.0999984741211,24.2000007629395,0,3,0,16,13,97,6,2,1,2,1,1,2,0,0,2,6,3,1,2,0,2,2,2,2,1,4,2,3,2,2,4,7,6,8,7,7,7,3,3,2,1,0,0,1,0,4,4,5,4,4,4,2,1,3,1,1,1,0,0,0,0,1,1,2,2,1,1,1,2,1,2,1,1,3,1,1,1,1,1,1,1,1,0,0,0,0,0,1,4,2,2,0,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,0,0,3,2,4,2,2,2,2,0,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,100,2,1,2,3,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,.478496760129929,.493535369634628,.478496760129929
2067,52,1964,1,1,3,1,3,20,2,-1,3,0,12,1,0,2,1,0,1,18,18,35,35,25,0,43.9000015258789,25,12.6000003814697,0,3,0,12,12,97,9,4,0,4,1,6,1,0,0,3,3,4,2,3,0,2,3,3,0,2,4,4,4,3,2,1,2,7,5,1,3,1,6,3,2,3,2,2,5,0,5,5,4,5,5,5,1,1,2,1,2,1,0,0,0,0,2,2,2,3,2,3,2,3,2,2,2,1,2,1,1,1,1,2,1,1,2,0,0,0,0,0,1,4,2,1,0,1,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,4,0,2,0,2,3,2,3,4,2,2,0,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,3,5,14,0,1,3,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,.478496760129929,.493535369634628,.478496760129929
2068,59,1957,1,1,3,1,0,21,2,2,3,0,12,1,0,2,1,1,1,15,15,24,35,0,0,20.7000007629395,25,0,0,3,0,12,97,97,8,4,4,4,1,5,4,0,2,3,3,4,2,2,0,0,0,0,0,2,5,2,4,2,3,4,8,3,8,7,7,8,2,3,2,6,5,7,4,2,0,0,0,0,0,0,1,0,3,1,1,1,4,4,3,3,2,3,3,2,2,3,1,2,1,1,3,1,3,2,0,0,0,0,0,0,0,4,1,2,4,4,0,0,1,2,2,1,2,2,1,1,4,3,4,0,4,3,3,2,1,2,3,1,2,2,3,3,2,3,6,7,1,2,0,2,0,0,1,2,1,3,0,5,0,0,0,0,1,7,1,0,0,0,10,5,5,3,1,1,0,0,0,0,0,0,0,0,8,8,1,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.478496760129929,.493535369634628,.478496760129929
2069,23,1993,1,1,3,2,2,0,0,3,5,0,17,3,43,1,7,2,1,15,0,0,63,73,0,0,88,85.8000030517578,0,3,8,20,16,97,2,10,4,2,2,6,10,0,1,3,2,3,4,1,0,0,0,0,0,2,4,1,4,2,2,4,7,8,7,7,6,7,1,3,2,1,0,1,1,1,0,0,0,0,0,0,2,0,1,1,1,1,3,1,1,1,1,3,2,2,2,2,1,3,1,2,1,1,3,2,0,0,0,0,0,0,0,3,1,1,4,4,0,0,2,2,3,1,2,2,2,1,2,3,2,0,4,3,3,2,1,1,3,2,5,2,3,3,2,7,2,2,6,0,0,0,0,0,0,2,1,5,0,1,0,0,0,0,2,2,1,45,0,5,0,3,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,.478496760129929,.493535369634628,.478496760129929
2070,22,1994,1,1,3,1,3,0,0,2,5,0,15,1,0,2,7,2,2,2,0,0,0,35,0,0,0,21.7999992370605,0,3,0,97,15,97,9,1,0,3,1,3,1,0,8,2,5,2,2,2,0,0,0,0,0,0,4,3,4,3,2,5,7,8,8,6,7,7,3,3,2,5,2,1,3,2,0,0,0,0,0,0,9,0,3,1,3,1,4,3,3,3,3,2,2,2,1,1,2,2,2,2,1,1,2,1,0,0,0,0,0,0,0,1,1,3,4,1,0,0,2,2,3,1,2,2,1,1,2,4,2,0,4,2,1,3,1,1,3,1,3,2,3,1,5,3,3,5,6,0,0,0,0,0,0,3,2,2,0,2,0,0,0,0,2,4,1,0,3,25,0,3,3,2,1,1,1,0,0,0,0,0,3,3,1,0,1,3,2,3,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,.956993520259857,.987070739269257,.956993520259857
2071,28,1988,1,1,9,1,5,0,0,4,5,0,16,2,0,1,7,2,2,13,13,63,80,0,0,81,92.8000030517578,0,0,3,0,20,16,97,2,1,5,1,1,1,2,0,2,2,6,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,1,0,3,4,0,0,0,0,0,0,0,2,0,1,1,1,1,4,3,3,3,2,3,3,2,2,3,3,3,2,3,2,2,3,1,0,0,0,0,0,0,0,3,1,2,1,1,0,0,2,2,1,1,2,2,1,1,3,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,5,2,3,4,6,2,0,0,0,0,0,3,2,2,0,2,0,0,0,0,2,0,1,0,4,30,0,0,0,0,0,0,2,2,2,1,2,2,9,1,3,0,99,9,2,3,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,.956993520259857,.987070739269257,.956993520259857
2072,52,1964,1,1,2,1,1,29,3,-1,3,0,18,4,0,2,2,0,1,23,23,50,35,64,0,68.5999984741211,43.9000015258789,84.1999969482422,0,3,0,12,18,97,5,1,3,2,1,5,1,0,0,2,5,3,2,2,0,2,2,2,0,1,3,3,3,3,3,4,5,5,7,5,5,6,3,3,2,3,2,4,5,0,4,5,5,4,4,4,1,1,2,1,2,1,0,0,0,0,2,3,2,2,2,3,2,3,2,3,2,2,3,1,1,1,1,1,1,1,1,0,0,0,0,0,2,3,2,1,0,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,3,2,2,2,2,4,1,3,1,1,1,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,5,2,1,1,2,2,2,3,18,0,6,2,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,.478496760129929,.493535369634628,.478496760129929
2073,54,1962,2,1,0,1,2,37,2,8,1,1,16,3,8,1,2,1,3,24,4,74,74,47,58,84.5,84.5,38.7999992370605,73.5,3,0,16,16,16,99,1,5,1,2,4,2,4,1,2,3,2,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,1,0,0,2,1,4,8,5,4,4,4,2,1,3,0,0,1,9,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,4,4,2,4,0,0,3,0,0,0,0,0,1,4,4,1,4,3,2,2,2,2,2,2,3,3,3,3,5,4,5,6,1,2,1,9,0,0,0,3,2,4,2,0,1,2,0,4,1,1,1,0,5,3,0,1,3,3,1,1,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.956993520259857,.987070739269257,.956993520259857
2074,86,1930,1,1,3,1,3,25,4,-1,1,1,20,4,0,2,2,0,2,22,0,74,35,64,51,84.5,43.9000015258789,84.1999969482422,63.7000007629395,3,0,11,12,16,8,1,7,1,1,1,1,1,0,2,5,1,4,2,1,3,2,2,2,2,4,3,4,2,2,4,7,5,6,7,7,7,3,3,3,1,0,0,2,0,4,4,5,4,4,4,2,1,1,1,1,1,0,0,0,0,1,2,2,2,2,2,2,1,1,3,2,1,3,2,1,1,1,1,1,1,1,0,0,0,0,0,2,4,2,2,0,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7,0,0,0,0,3,1,4,1,2,2,2,0,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.956993520259857,.987070739269257,.956993520259857
2075,42,1974,1,1,3,1,3,27,2,-1,1,1,20,4,0,2,2,0,4,23,19,72,49,47,35,77.4000015258789,46,38.7999992370605,21.7999992370605,3,0,14,13,16,4,5,4,1,1,2,2,11,0,1,5,1,3,2,2,2,1,3,0,2,3,2,4,2,2,5,8,8,8,8,8,8,1,3,3,1,0,1,4,0,4,4,5,4,4,4,1,2,3,1,2,8,0,0,0,0,1,2,2,2,2,3,3,2,1,2,2,2,3,1,1,1,1,1,1,1,1,0,0,0,0,0,1,4,2,2,0,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,2,0,3,2,4,1,3,2,2,0,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,3,5,1,1,1,3,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,.956993520259857,.987070739269257,.956993520259857
